"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Mar 16 15:20:30 GMT 2022","Wed Mar 16 15:20:31 GMT 2022","412","chromium","creating_questions.spec.js","User can save new question in the list","","","Creating first question",""
"failed","Wed Mar 16 15:21:41 GMT 2022","Wed Mar 16 15:21:43 GMT 2022","2077","webkit","sorting_questions.spec.js","User can sort existent questions","","","Numerical sorting",""
"passed","Wed Mar 16 15:20:43 GMT 2022","Wed Mar 16 15:20:44 GMT 2022","608","firefox","removing_questions.spec.js","User can remove saved questions","","","Removing empty list",""
"passed","Wed Mar 16 15:20:27 GMT 2022","Wed Mar 16 15:20:28 GMT 2022","590","chromium","counting_questions.spec.js","User can see the number of the saved questions","","","One or more questions",""
"passed","Wed Mar 16 15:20:40 GMT 2022","Wed Mar 16 15:20:41 GMT 2022","844","firefox","creating_questions.spec.js","User can save new question in the list","","","Adding more questions to the list",""
"passed","Wed Mar 16 15:20:46 GMT 2022","Wed Mar 16 15:20:46 GMT 2022","703","firefox","reviewing_questions.spec.js","User can review saved questions","","","Hiding answer after expanding it",""
"passed","Wed Mar 16 15:21:18 GMT 2022","Wed Mar 16 15:21:18 GMT 2022","913","webkit","creating_questions.spec.js","User can save new question in the list","","","Adding more questions to the list",""
"passed","Wed Mar 16 15:20:32 GMT 2022","Wed Mar 16 15:20:32 GMT 2022","285","chromium","reviewing_questions.spec.js","User can review saved questions","","","Reviewing pre-saved question",""
"passed","Wed Mar 16 15:20:40 GMT 2022","Wed Mar 16 15:20:40 GMT 2022","503","firefox","creating_questions.spec.js","User can save new question in the list","","","Answer field is required",""
"passed","Wed Mar 16 15:21:17 GMT 2022","Wed Mar 16 15:21:18 GMT 2022","442","webkit","creating_questions.spec.js","User can save new question in the list","","","Answer field is required",""
"passed","Wed Mar 16 15:20:33 GMT 2022","Wed Mar 16 15:20:34 GMT 2022","704","chromium","sorting_questions.spec.js","User can sort existent questions","","","Alphabetical sorting",""
"passed","Wed Mar 16 15:20:45 GMT 2022","Wed Mar 16 15:20:46 GMT 2022","1041","firefox","reviewing_questions.spec.js","User can review saved questions","","","Reviewing answer within multiple questions",""
"passed","Wed Mar 16 15:21:14 GMT 2022","Wed Mar 16 15:21:15 GMT 2022","1159","webkit","counting_questions.spec.js","User can see the number of the saved questions","","","One or more questions",""
"passed","Wed Mar 16 15:21:19 GMT 2022","Wed Mar 16 15:21:20 GMT 2022","570","webkit","removing_questions.spec.js","User can remove saved questions","","","Removing single question",""
"passed","Wed Mar 16 15:20:32 GMT 2022","Wed Mar 16 15:20:33 GMT 2022","330","chromium","reviewing_questions.spec.js","User can review saved questions","","","Hiding answer after expanding it",""
"failed","Wed Mar 16 15:21:31 GMT 2022","Wed Mar 16 15:21:33 GMT 2022","1910","webkit","sorting_questions.spec.js","User can sort existent questions","","","Alphabetical sorting",""
"passed","Wed Mar 16 15:20:28 GMT 2022","Wed Mar 16 15:20:28 GMT 2022","301","chromium","counting_questions.spec.js","User can see the number of the saved questions","","","No questions",""
"passed","Wed Mar 16 15:21:24 GMT 2022","Wed Mar 16 15:21:24 GMT 2022","511","webkit","showing_tooltips.spec.js","User can see informers while using interface","","","Questions tooltip",""
"passed","Wed Mar 16 15:20:31 GMT 2022","Wed Mar 16 15:20:31 GMT 2022","280","chromium","removing_questions.spec.js","User can remove saved questions","","","Removing single question",""
"passed","Wed Mar 16 15:20:44 GMT 2022","Wed Mar 16 15:20:45 GMT 2022","765","firefox","reviewing_questions.spec.js","User can review saved questions","","","Reviewing pre-saved question",""
"passed","Wed Mar 16 15:21:22 GMT 2022","Wed Mar 16 15:21:22 GMT 2022","527","webkit","reviewing_questions.spec.js","User can review saved questions","","","Reviewing pre-saved question",""
"passed","Wed Mar 16 15:20:42 GMT 2022","Wed Mar 16 15:20:43 GMT 2022","741","firefox","removing_questions.spec.js","User can remove saved questions","","","Removing multiple questions",""
"passed","Wed Mar 16 15:20:35 GMT 2022","Wed Mar 16 15:20:38 GMT 2022","2185","firefox","counting_questions.spec.js","User can see the number of the saved questions","","","One or more questions",""
"passed","Wed Mar 16 15:21:43 GMT 2022","Wed Mar 16 15:21:44 GMT 2022","1245","webkit","sorting_questions.spec.js","User can sort existent questions","","","Empty list sorting",""
"passed","Wed Mar 16 15:21:21 GMT 2022","Wed Mar 16 15:21:22 GMT 2022","720","webkit","removing_questions.spec.js","User can remove saved questions","","","Removing empty list",""
"passed","Wed Mar 16 15:21:17 GMT 2022","Wed Mar 16 15:21:17 GMT 2022","453","webkit","creating_questions.spec.js","User can save new question in the list","","","Question field is required",""
"passed","Wed Mar 16 15:20:35 GMT 2022","Wed Mar 16 15:20:35 GMT 2022","283","chromium","sorting_questions.spec.js","User can sort existent questions","","","Empty list sorting",""
"passed","Wed Mar 16 15:20:33 GMT 2022","Wed Mar 16 15:20:33 GMT 2022","275","chromium","showing_tooltips.spec.js","User can see informers while using interface","","","Questions tooltip",""
"failed","Wed Mar 16 15:20:55 GMT 2022","Wed Mar 16 15:20:57 GMT 2022","2863","firefox","sorting_questions.spec.js","User can sort existent questions","","","Alphabetical sorting",""
"passed","Wed Mar 16 15:20:41 GMT 2022","Wed Mar 16 15:20:42 GMT 2022","756","firefox","creating_questions.spec.js","User can save new question in the list","","","Creating first question",""
"passed","Wed Mar 16 15:20:34 GMT 2022","Wed Mar 16 15:20:35 GMT 2022","662","chromium","sorting_questions.spec.js","User can sort existent questions","","","Numerical sorting",""
