"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Mar 17 06:35:31 GMT 2022","Thu Mar 17 06:35:32 GMT 2022","938","firefox","removing_questions.spec.js","User can remove saved questions","","","Removing multiple questions",""
"passed","Thu Mar 17 06:35:18 GMT 2022","Thu Mar 17 06:35:18 GMT 2022","514","chromium","reviewing_questions.spec.js","User can review saved questions","","","Reviewing pre-saved question",""
"passed","Thu Mar 17 06:35:14 GMT 2022","Thu Mar 17 06:35:14 GMT 2022","417","chromium","creating_questions.spec.js","User can save new question in the list","","","Question field is required",""
"passed","Thu Mar 17 06:35:49 GMT 2022","Thu Mar 17 06:35:50 GMT 2022","691","webkit","removing_questions.spec.js","User can remove saved questions","","","Removing multiple questions",""
"passed","Thu Mar 17 06:35:33 GMT 2022","Thu Mar 17 06:35:34 GMT 2022","995","firefox","reviewing_questions.spec.js","User can review saved questions","","","Reviewing answer within multiple questions",""
"passed","Thu Mar 17 06:35:36 GMT 2022","Thu Mar 17 06:35:37 GMT 2022","837","firefox","showing_tooltips.spec.js","User can see informers while using interface","","","Question maker tooltip",""
"passed","Thu Mar 17 06:35:27 GMT 2022","Thu Mar 17 06:35:27 GMT 2022","632","firefox","creating_questions.spec.js","User can save new question in the list","","","Question field is required",""
"passed","Thu Mar 17 06:35:12 GMT 2022","Thu Mar 17 06:35:13 GMT 2022","822","chromium","counting_questions.spec.js","User can see the number of the saved questions","","","One or more questions",""
"passed","Thu Mar 17 06:35:47 GMT 2022","Thu Mar 17 06:35:48 GMT 2022","1066","webkit","creating_questions.spec.js","User can save new question in the list","","","Adding more questions to the list",""
"passed","Thu Mar 17 06:35:35 GMT 2022","Thu Mar 17 06:35:36 GMT 2022","780","firefox","showing_tooltips.spec.js","User can see informers while using interface","","","Questions tooltip",""
"passed","Thu Mar 17 06:35:21 GMT 2022","Thu Mar 17 06:35:22 GMT 2022","838","chromium","sorting_questions.spec.js","User can sort existent questions","","","Numerical sorting",""
"passed","Thu Mar 17 06:35:51 GMT 2022","Thu Mar 17 06:35:52 GMT 2022","631","webkit","reviewing_questions.spec.js","User can review saved questions","","","Hiding answer after expanding it",""
"passed","Thu Mar 17 06:35:48 GMT 2022","Thu Mar 17 06:35:48 GMT 2022","817","webkit","creating_questions.spec.js","User can save new question in the list","","","Creating first question",""
"passed","Thu Mar 17 06:35:54 GMT 2022","Thu Mar 17 06:35:56 GMT 2022","1297","webkit","sorting_questions.spec.js","User can sort existent questions","","","Numerical sorting",""
"passed","Thu Mar 17 06:35:17 GMT 2022","Thu Mar 17 06:35:17 GMT 2022","547","chromium","removing_questions.spec.js","User can remove saved questions","","","Removing multiple questions",""
"passed","Thu Mar 17 06:35:34 GMT 2022","Thu Mar 17 06:35:35 GMT 2022","881","firefox","reviewing_questions.spec.js","User can review saved questions","","","Hiding answer after expanding it",""
"passed","Thu Mar 17 06:35:44 GMT 2022","Thu Mar 17 06:35:44 GMT 2022","780","webkit","counting_questions.spec.js","User can see the number of the saved questions","","","No questions",""
"passed","Thu Mar 17 06:35:32 GMT 2022","Thu Mar 17 06:35:32 GMT 2022","836","firefox","removing_questions.spec.js","User can remove saved questions","","","Removing empty list",""
"passed","Thu Mar 17 06:35:46 GMT 2022","Thu Mar 17 06:35:47 GMT 2022","634","webkit","creating_questions.spec.js","User can save new question in the list","","","Answer field is required",""
"passed","Thu Mar 17 06:35:16 GMT 2022","Thu Mar 17 06:35:17 GMT 2022","488","chromium","removing_questions.spec.js","User can remove saved questions","","","Removing single question",""
"passed","Thu Mar 17 06:35:48 GMT 2022","Thu Mar 17 06:35:49 GMT 2022","555","webkit","removing_questions.spec.js","User can remove saved questions","","","Removing single question",""
